Business Name,Business Type,Address,Phone Number,Rating,Online Delivery,Website
Sultan Restaurant,"Greek, Mediterranean, Turkish",1903 Collins Ave,+13055318598,3,Yes,https://www.yelp.com/biz/sultan-restaurant-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Baiocco,Italian,5599 Biscayne Blvd,+13057591007,4.5,Yes,https://www.yelp.com/biz/baiocco-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
JATTÖ,"American (New), Bars",223 NW 23rd St,+13059828960,4.5,Yes,https://www.yelp.com/biz/jatt%C3%B6-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fi'lia South Beach,"Italian, Breakfast & Brunch",1610 Collins Ave,+17866050819,4,Yes,https://www.yelp.com/biz/filia-south-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
South Pointe Pier,Landmarks & Historical Buildings,1 Washington Ave,,4.5,No,https://www.yelp.com/biz/south-pointe-pier-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Siam Rice Thai & Sushi Restaurant,"Japanese, Thai, Sushi Bars",7941 Biscayne Blvd,+13057580516,4,Yes,https://www.yelp.com/biz/siam-rice-thai-and-sushi-restaurant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Museum of Graffiti,"Art Galleries, Museums",276 NW 26th St,+17865804678,4.5,No,https://www.yelp.com/biz/museum-of-graffiti-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
8 Street Brickell,Cocktail Bars,88 SW 8th St,+13054330577,4.5,No,https://www.yelp.com/biz/8-street-brickell-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Casola's Pizzeria & Sub Shop,"Pizza, Sandwiches, Italian",2437 SW 17th Ave,+13058580090,3.5,Yes,https://www.yelp.com/biz/casolas-pizzeria-and-sub-shop-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
OTL,"Salad, Sandwiches, Breakfast & Brunch",160 NE 40th St,+17869537620,3.5,Yes,https://www.yelp.com/biz/otl-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Smorgasburg - Miami,"Food Court, Street Vendors, Pop-Up Restaurants",2600 NW 2nd Ave,+19543991583,4.5,No,https://www.yelp.com/biz/smorgasburg-miami-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Coral House Miami,"Italian, Pizza",1762 Coral Way,+17865023238,4.5,Yes,https://www.yelp.com/biz/coral-house-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Paseo Catracho,"Honduran, American (New)",824 SW 8th St,+13058542705,4,No,https://www.yelp.com/biz/paseo-catracho-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Flanigan's Seafood Bar & Grill,"Seafood, Sports Bars, American (Traditional)",2721 Bird Ave,+13054461114,3.5,No,https://www.yelp.com/biz/flanigans-seafood-bar-and-grill-coconut-grove-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Hiyakawa,"Japanese, Sushi Bars",2700 N Miami Ave,+13053332417,4.5,Yes,https://www.yelp.com/biz/hiyakawa-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Enya Asian Bistro,"Asian Fusion, Sushi Bars, Noodles",2774 SW 27th Ave,+13052005309,4.5,Yes,https://www.yelp.com/biz/enya-asian-bistro-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
A Family,Bakeries,41 SE 5th St,+17868990413,4.5,Yes,https://www.yelp.com/biz/a-family-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taverna,"Italian, Bars, Argentine",719 Lincoln Rd,+13054974449,3,Yes,https://www.yelp.com/biz/taverna-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Better Days,Cocktail Bars,75 SE 6th St,+17862207690,3.5,No,https://www.yelp.com/biz/better-days-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Miami Slice,Pizza,1335 NE Miami Ct,+13052175423,4,No,https://www.yelp.com/biz/miami-slice-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Minibar,"Cocktail Bars, Empanadas, Sandwiches",418 Meridian Ave,+13057638934,4,No,https://www.yelp.com/biz/minibar-miami-beach-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Saffron at Grove,Indian,2982 A Grand Ave,+13057745817,4.5,No,https://www.yelp.com/biz/saffron-at-grove-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
GreenLife Organic Bowls,"Cafes, Juice Bars & Smoothies",104 Giralda Ave,+17864095592,4,Yes,https://www.yelp.com/biz/greenlife-organic-bowls-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Blozzom Pizza Moderna Romana ,Pizza,7341 Collins Ave,+17865367119,5,No,https://www.yelp.com/biz/blozzom-pizza-moderna-romana-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Friend's Market and Bistro,"Pizza, Burgers, Bakeries",31 SE 6th St,+17864310981,3,No,https://www.yelp.com/biz/friends-market-and-bistro-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Shuckers Waterfront Grill,"Bars, Seafood, American (Traditional)",1819 79th St Causeway,+13058661570,3,Yes,https://www.yelp.com/biz/shuckers-waterfront-grill-north-bay-village-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Monty's Coconut Grove,"Seafood, Tiki Bars, Venues & Event Spaces",2550 S Bayshore Dr,+13058563992,3,Yes,https://www.yelp.com/biz/montys-coconut-grove-miami-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
XO Espresso Bar,"Coffee & Tea, Bakeries, Breakfast & Brunch",475 Brickell Ave,+15164746755,5,Yes,https://www.yelp.com/biz/xo-espresso-bar-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Chug's Diner,"Cuban, Diners",3444 Main Hwy,+17865348722,4,Yes,https://www.yelp.com/biz/chugs-diner-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Le Jardinier,"French, Modern European, Cocktail Bars",151 NE 41st St,+13054029060,4,Yes,https://www.yelp.com/biz/le-jardinier-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Groovy's,"Pizza, Sports Bars, Hookah Bars",938 Lincoln Rd,+13057638556,3.5,Yes,https://www.yelp.com/biz/groovys-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Ittle litaly,"Vegetarian, Vegan, Italian",3808 SW 8th St,+13054443826,4,Yes,https://www.yelp.com/biz/ittle-litaly-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Il Giardino,"Italian, Seafood, Cocktail Bars",1236 Ocean Dr,+13057634598,2.5,Yes,https://www.yelp.com/biz/il-giardino-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jalapeno Mexican Kitchen,Mexican,530 Ocean Dr,+13055324747,2.5,Yes,https://www.yelp.com/biz/jalapeno-mexican-kitchen-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Tasty Beach Cafe,"Cafes, Juice Bars & Smoothies, Sandwiches",4041 Royal Palm Ave,+13056735483,3.5,Yes,https://www.yelp.com/biz/tasty-beach-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Port of Miami Tunnel,Landmarks & Historical Buildings,Port Of Miami,+13054159725,4.5,No,https://www.yelp.com/biz/port-of-miami-tunnel-downtown-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Salumeria 104,"Italian, Delis, Wine Bars",117 Miracle Mile,+13056405547,4.5,Yes,https://www.yelp.com/biz/salumeria-104-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Tostada Cafe,"Coffee & Tea, Breakfast & Brunch, Bakeries",28 W Flagler St,+13053187144,4.5,Yes,https://www.yelp.com/biz/tostada-cafe-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mina Bistro,"Cafeteria, Venezuelan, Italian",63 NW 9th St,+13053815624,4,No,https://www.yelp.com/biz/mina-bistro-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pizzaiola,Pizza,130 Beacom Blvd,+17864096968,4.5,Yes,https://www.yelp.com/biz/pizzaiola-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Other Daiquiri Bar,Beer Bar,401 Biscayne Blvd,+13053725152,4.5,No,https://www.yelp.com/biz/the-other-daiquiri-bar-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fortune Cookies,Chinese,640 6th St,+13055314022,3.5,Yes,https://www.yelp.com/biz/fortune-cookies-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
RedBar Brickell,Lounges,52 SW 10th St,+17863160303,3.5,No,https://www.yelp.com/biz/redbar-brickell-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pelican cafe,"Italian, Seafood, Breakfast & Brunch",826 Ocean Dr,+13056733373,3,No,https://www.yelp.com/biz/pelican-cafe-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Joliet,American (New),1209 17th Street Miami Beach,,4.5,No,https://www.yelp.com/biz/joliet-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Nacho Bizness,"Food Trucks, Tacos, Caterers",,+19543051758,4.5,Yes,https://www.yelp.com/biz/nacho-bizness-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bayshore Club Bar & Grill,"Seafood, American (Traditional), Wine Bars",3391 Pan American Dr,+13059210571,4,No,https://www.yelp.com/biz/bayshore-club-bar-and-grill-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Seawell Fish N' Oyster,Seafood,660 Washington Ave,+17865945820,4,Yes,https://www.yelp.com/biz/seawell-fish-n-oyster-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Bottega Caffe,"Coffee & Tea, Empanadas, Breakfast & Brunch",3050 Biscayne Blvd,+17863324322,5,Yes,https://www.yelp.com/biz/la-bottega-caffe-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pretty Swell,"Cocktail Bars, Lounges, Tapas/Small Plates",321 Collins Ave,+18664667534,5,Yes,https://www.yelp.com/biz/pretty-swell-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Obba Sushi,"Sushi Bars, Japanese, American (Traditional)",200 SE 15th Rd,+13058569016,3.5,Yes,https://www.yelp.com/biz/obba-sushi-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Don Toston Restaurant,Cuban,2234 NW 17th Ave,+13056331919,4.5,Yes,https://www.yelp.com/biz/don-toston-restaurant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bar Collins at Loews Miami,"Cocktail Bars, Lounges, American (New)",1601 Collins Ave,+13056041601,4,No,https://www.yelp.com/biz/bar-collins-at-loews-miami-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rincon Argentino,"Steakhouses, Italian, Argentine",2345 S Douglas Rd,+13054442494,4,Yes,https://www.yelp.com/biz/rincon-argentino-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jules Kitchen at Circa 39 Hotel,"Cocktail Bars, Comfort Food, Tapas/Small Plates",3900 Collins Ave,+13055031121,3.5,Yes,https://www.yelp.com/biz/jules-kitchen-at-circa-39-hotel-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Rincon del Coqui - Food Truck,"Food Trucks, Puerto Rican, Sandwiches",,+13057243917,4.5,No,https://www.yelp.com/biz/el-rincon-del-coqui-food-truck-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Kantina,"Latin American, Hookah Bars, Sports Bars",834 Ocean Dr,+13055347100,3,Yes,https://www.yelp.com/biz/kantina-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sushi Erika,Sushi Bars,1700 79th Street Cswy,+17862167216,4,Yes,https://www.yelp.com/biz/sushi-erika-north-bay-village?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Bagel,"Bagels, Food Trucks",6910 Biscayne Blvd,,4,Yes,https://www.yelp.com/biz/el-bagel-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Arkadia Grill,"Burgers, Pizza, Cocktail Bars",4441 Collins Ave,+18773267412,3.5,Yes,https://www.yelp.com/biz/arkadia-grill-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mary Coin Laundry & Deli,"Juice Bars & Smoothies, Sandwiches, Laundromat",2542 SW 27th Ave,+13054436672,4,Yes,https://www.yelp.com/biz/mary-coin-laundry-and-deli-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Unique Designer's Cake,"Bakeries, Desserts",69 NW 9th St,+17863514276,5,Yes,https://www.yelp.com/biz/unique-designers-cake-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sandbox,"American (New), Bars",2341 Collins Ave,+18336253111,3.5,Yes,https://www.yelp.com/biz/sandbox-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pastelmania Bakery,"Latin American, Breakfast & Brunch",2015 W Flagler St,+13055413675,4.5,No,https://www.yelp.com/biz/pastelmania-bakery-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Akashi on Brickell - Hannya,"Japanese, Sushi Bars",1063 Brickell Plz,+13058085833,3.5,Yes,https://www.yelp.com/biz/akashi-on-brickell-hannya-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Calista Greek Seafood Taverna,"Greek, Seafood",150 Giralda Ave,+17863107660,4.5,No,https://www.yelp.com/biz/calista-greek-seafood-taverna-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
DOM'S,Cocktail Bars,1010 Brickell Ave,+13053084590,4.5,No,https://www.yelp.com/biz/doms-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Diced,"Salad, Juice Bars & Smoothies, Wraps",2917 Biscayne Blvd,+13059611033,4.5,Yes,https://www.yelp.com/biz/diced-miami-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Palatino Jamaican Restaurant,Caribbean,3004 NW 2nd Ave,+17863605200,3.5,Yes,https://www.yelp.com/biz/palatino-jamaican-restaurant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Harry's Pizzeria - Coconut Grove,Pizza,2996 McFarlane Rd,+17864756630,4,Yes,https://www.yelp.com/biz/harrys-pizzeria-coconut-grove-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
1 Beach Club,"Mediterranean, Bars, Seafood",2341 Collins Ave,+13056046885,4.5,No,https://www.yelp.com/biz/1-beach-club-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Las Palmas Cafeteria,"Cuban, Breakfast & Brunch",209 SE 1st St,+13053731333,4,No,https://www.yelp.com/biz/las-palmas-cafeteria-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Ayesha Saffron,"Indian, Desserts, Seafood",328 Crandon Blvd,+17869534761,4,No,https://www.yelp.com/biz/ayesha-saffron-key-biscayne?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Boucher Brothers,"Beaches, Beach Equipment Rentals",1451 Ocean Dr,+13055358177,3,No,https://www.yelp.com/biz/boucher-brothers-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sushi  Bar - Miami Beach,Sushi Bars,1438 Washington Ave,+13054235888,4.5,No,https://www.yelp.com/biz/sushi-bar-miami-beach-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Anderson,"Cocktail Bars, Tacos",709 NE 79th St,+17864016330,4,Yes,https://www.yelp.com/biz/the-anderson-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Twice Butter,"Food Trucks, Mexican",195 NW 36th St,+17864423591,4.5,Yes,https://www.yelp.com/biz/twice-butter-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bengal Indian Cuisine,"Indian, Halal, Bangladeshi",109 NE 1st Ave,+13054031976,4,Yes,https://www.yelp.com/biz/bengal-indian-cuisine-miami-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Randazzo's,"Italian, Seafood, Wine Bars",328 Crandon Blvd,+13054560480,4.5,No,https://www.yelp.com/biz/randazzos-key-biscayne?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Gino's Bottega Italiana,Italian,6606 Collins Ave,+13053978296,4.5,Yes,https://www.yelp.com/biz/ginos-bottega-italiana-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Hotline Boba,Bubble Tea,744 SW 8th St,,5,No,https://www.yelp.com/biz/hotline-boba-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taj Mahal Bengal Indian Cuisine,Indian,1321 Washington Ave,+17868038880,3.5,Yes,https://www.yelp.com/biz/taj-mahal-bengal-indian-cuisine-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Camila's Restaurant,Brazilian,129 SE 1st Ave,+13053750992,4,Yes,https://www.yelp.com/biz/camilas-restaurante-brasileiro-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sandwich Qbano,"Sandwiches, Breakfast & Brunch, Fast Food",110 Washington Ave CU9,+13055353031,4,Yes,https://www.yelp.com/biz/sandwich-qbano-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Norman's,"American (Traditional), Sports Bars",6770 Collins Ave,+13058689248,3.5,Yes,https://www.yelp.com/biz/normans-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Club Space,"Dance Clubs, Bars",34 NE 11th St,+17863576456,3,No,https://www.yelp.com/biz/club-space-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
